Year,Rank,Movie,Poster_URL,Genre,TMDb_Rating,TMDb_Vote_Count,Popularity_Score,Release_Date,Runtime_Minutes,Box_Office_USD,Director,Streaming_Original,Primary_Studio_or_Platform,Cult_Classic,Family_Friendly,Rewatchability_Score_10,Overview
1990,1,GoodFellas,https://image.tmdb.org/t/p/w500/9OkCLM73MIU2CrKZbqiT8Ln1wY2.jpg,"Drama, Crime",8.451,14693,30.2198,1990-09-12,145,47072327,Martin Scorsese,No,"Winkler Films, Warner Bros. Pictures",Yes,No,6,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway."
1990,2,Total Recall,https://image.tmdb.org/t/p/w500/wVbeL6fkbTKSmNfalj4VoAUUqJv.jpg,"Action, Adventure, Science Fiction",7.328,6650,20.9166,1990-06-01,113,261317921,Paul Verhoeven,No,"Carolco Pictures, Ronald Shusett/Gary Goldman Productions",No,Yes,6,"Construction worker Douglas Quaid's obsession with the planet Mars leads him to visit Rekall, a virtual vacation company that manufactures memories. When something goes wrong during Quaid's memory implant procedure, his life turns upside down, leading him to question what is reality and what isn't."
1990,3,The Godfather Part III,https://image.tmdb.org/t/p/w500/lm3pQ2QoQ16pextRsmnUbG2onES.jpg,"Crime, Drama, Thriller",7.419,7016,19.405,1990-12-25,162,136766062,Francis Ford Coppola,No,"Paramount Pictures, American Zoetrope",No,No,6,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing."
1990,4,Pretty Woman,https://image.tmdb.org/t/p/w500/hVHUfT801LQATGd26VPzhorIYza.jpg,"Romance, Comedy",7.443,9133,16.9612,1990-03-23,120,463406268,Garry Marshall,No,"Touchstone Pictures, Silver Screen Partners IV, Arnon Milchan Productions",No,No,6,"Vivian is a carefree, streetwise diamond in the rough when she meets sophisticated billionaire Edward in a chance encounter that turns into a week-long business arrangement. But Vivian's energetic spirit challenges Edward's no-nonsense approach to life, and soon they are teaching each other – and falling in love!"
1990,5,Back to the Future Part III,https://image.tmdb.org/t/p/w500/crzoVQnMzIrRfHtQw0tLBirNfVg.jpg,"Adventure, Comedy, Science Fiction",7.496,11765,22.8473,1990-05-25,119,244527583,Robert Zemeckis,No,"Universal Pictures, Amblin Entertainment",No,Yes,6,"The final installment finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen."
1990,6,The Hunt for Red October,https://image.tmdb.org/t/p/w500/yVl7zidse4KiWtGMqHFtZCx4X3N.jpg,"Action, Thriller",7.384,3728,19.6231,1990-03-02,135,200512643,John McTiernan,No,"Paramount Pictures, Mace Neufeld/Jerry Sherlock Productions",No,No,6,"A new technologically-superior Soviet nuclear sub, the Red October, is heading for the U.S. coast under the command of Captain Marko Ramius. The American government thinks Ramius is planning to attack. Lone CIA analyst Jack Ryan has a different idea: he thinks Ramius is planning to defect, but he has only a few hours to find him and prove it - because the entire Russian naval and air commands are trying to find Ramius, too. The hunt is on!"
1990,7,Dances with Wolves,https://image.tmdb.org/t/p/w500/hw0ZEHAaTqTxSXGVwUFX7uvanSA.jpg,"Adventure, Drama, Western",7.843,4800,19.6458,1990-11-09,181,424208848,Kevin Costner,No,"Tig Productions, Majestic Films International, Allied Filmmakers",No,Yes,6,"Wounded Civil War soldier John Dunbar tries to commit suicide—and becomes a hero instead. As a reward, he's assigned to his dream post, a remote junction on the Western frontier, and soon makes unlikely friends with the local Sioux tribe."
1990,8,Edward Scissorhands,https://image.tmdb.org/t/p/w500/e0FqKFvGPdQNWG8tF9cZBtev9Em.jpg,"Fantasy, Drama, Romance",7.72,13995,13.9872,1990-12-07,105,86024005,Tim Burton,No,20th Century Fox,No,No,6,A small suburban town receives a visit from a castaway unfinished science experiment named Edward.
1990,9,Ghost,https://image.tmdb.org/t/p/w500/w9RaPHov8oM5cnzeE27isnFMsvS.jpg,"Fantasy, Romance, Thriller",7.245,6176,13.0554,1990-07-13,127,505000000,Jerry Zucker,No,"Paramount Pictures, Howard W. Koch Productions",No,No,6,"After a young man is murdered, his spirit stays behind to warn his lover of impending danger, with the help of a reluctant psychic."
1990,10,Die Hard 2,https://image.tmdb.org/t/p/w500/ybki0UWO3OPhaM6MSniuKC7sy1R.jpg,"Action, Thriller",6.969,6557,14.5809,1990-07-03,124,240031094,Renny Harlin,No,"Gordon Company, Silver Pictures, 20th Century Fox",No,No,6,"One year after his heroics in Los Angeles, John McClane is an off-duty cop who is the wrong guy in the wrong place at the wrong time. On a snowy Christmas Eve, as he waits for his wife's plane to land at Washington Dulles International Airport, terrorists take over the air traffic control system in a plot to free a South American army general and drug smuggler being flown into the US to face drug charges. It's now up to McClane to take on the terrorists, while coping with an inept airport police chief, an uncooperative anti-terrorist squad, and the life of his wife and everyone else trapped in planes circling overhead."
1990,11,Misery,https://image.tmdb.org/t/p/w500/klPO5oh1LOxiPpdDXZo1ADgpKcw.jpg,"Drama, Thriller",7.753,5375,13.9336,1990-11-30,107,61300000,Rob Reiner,No,"Castle Rock Entertainment, Nelson Entertainment",No,No,6,"After an accident, acclaimed novelist Paul Sheldon is rescued by a nurse who claims to be his biggest fan.  Her obsession takes a dark turn when she holds him captive in her remote Colorado home and forces him to write back to life the popular literary character he killed off."
1990,12,Days of Thunder,https://image.tmdb.org/t/p/w500/8UvcoeMJag8UWGF8sg7eYspzq0Q.jpg,"Adventure, Action, Drama",6.393,1779,12.5371,1990-06-27,107,157920733,Tony Scott,No,"Paramount Pictures, Don Simpson/Jerry Bruckheimer Films",No,Yes,6,"Talented but unproven stock car driver Cole Trickle gets a break and with the guidance of veteran Harry Hogge turns heads on the track. The young hotshot develops a rivalry with a fellow racer that threatens his career when the two smash their cars. But with the help of his doctor, Cole just might overcome his injuries-- and his fear."
1990,13,Predator 2,https://image.tmdb.org/t/p/w500/83X4VwY9sdSJykskmsplIVG0a4h.jpg,"Science Fiction, Action, Thriller",6.308,3965,11.1132,1990-11-21,108,57120318,Stephen Hopkins,No,"Davis Entertainment, Lawrence Gordon Productions, Silver Pictures",No,No,6,A police chief in the war-torn streets of Los Angeles discovers that an extraterrestrial creature is hunting down residents - and that he is the next target.
1990,14,Tremors,https://image.tmdb.org/t/p/w500/cA4ggkZ3r1d5r9hOAUWC8x5ul2i.jpg,"Comedy, Horror, Science Fiction",6.942,3674,12.0809,1990-01-19,96,48572000,Ron Underwood,No,"No Frills Film, Wilson-Maddock Production",No,No,6,"Val McKee and Earl Bassett are in a fight for their lives when they discover that their desolate town has been infested with gigantic, man-eating creatures that live below the ground."
1990,15,The Hot Spot,https://image.tmdb.org/t/p/w500/iQCP69183K1QZo8bb23nkcLap3W.jpg,"Romance, Crime, Thriller",6.283,311,9.6185,1990-10-12,130,1293976,Dennis Hopper,No,"Orion Pictures, Arnold Kopelson Productions, Kopelson Entertainment",No,No,6,"Upon arriving to a small town, a drifter quickly gets into trouble with the local authorities — and the local women — after he robs a bank."
1990,16,Teenage Mutant Ninja Turtles,https://image.tmdb.org/t/p/w500/shfAU6xIIEAEtsloIT3n9Fscz2E.jpg,"Science Fiction, Action, Adventure, Comedy, Family",6.7,2009,10.7237,1990-03-30,93,201965915,Steve Barron,No,"Orange Sky Golden Harvest, Mirage Studios",No,Yes,6,"A quartet of humanoid turtles, trained by their mentor in Ninjutsu, must learn to work together to face the menace of Shredder and the Foot Clan."
1990,17,Rocky V,https://image.tmdb.org/t/p/w500/tevHaVxtrMTaUi8f3YjLWYSSY8A.jpg,Drama,5.774,3551,8.9113,1990-11-16,104,119946358,John G. Avildsen,No,"United Artists, Metro-Goldwyn-Mayer, Chartoff Productions",No,No,6,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer."
1990,18,Gremlins 2: The New Batch,https://image.tmdb.org/t/p/w500/35F5yD7MljvBE2AC0NHAVCoPGEi.jpg,"Comedy, Horror, Fantasy",6.524,2987,9.1055,1990-06-15,106,41482207,Joe Dante,No,"Amblin Entertainment, Warner Bros. Pictures",No,No,6,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!"
1990,19,Jacob's Ladder,https://image.tmdb.org/t/p/w500/ufLcHIi1aXjjH8MediAMvnwDsVI.jpg,"Drama, Mystery, Horror",7.359,1969,9.9723,1990-11-02,113,26118851,Adrian Lyne,No,Carolco Pictures,No,No,6,"After returning home from the Vietnam War, veteran Jacob Singer struggles to maintain his sanity. Plagued by hallucinations and flashbacks, Singer rapidly falls apart as the world and people around him morph and twist into disturbing images. His girlfriend, Jezzie, and ex-wife, Sarah, try to help, but to little avail. Even Singer's chiropractor friend, Louis, fails to reach him as he descends into madness."
1990,20,Awakenings,https://image.tmdb.org/t/p/w500/9gztZXuHLG6AJ0fgqGd7Q43cWRI.jpg,Drama,7.786,2942,10.0525,1990-12-04,120,52096475,Penny Marshall,No,Parkes/Lasker productions,No,No,6,"Dr. Malcolm Sayer, a shy research physician, uses an experimental drug to ""awaken"" the catatonic victims of a rare disease. Leonard is the first patient to receive the controversial treatment. His awakening, filled with awe and enthusiasm, proves a rebirth for Sayer too, as the exuberant patient reveals life's simple but unutterably sweet pleasures to the introverted doctor."
1990,21,The Exorcist III,https://image.tmdb.org/t/p/w500/275gw2JA5YCk10o6n84rZdZBycM.jpg,Horror,6.299,887,10.1615,1990-08-17,110,39024251,William Peter Blatty,No,Morgan Creek Entertainment,No,No,6,"On the fifteenth anniversary of the exorcism that claimed Father Damien Karras' life, Police Lieutenant Kinderman's world is once again shattered when a boy is found decapitated and savagely crucified."
1990,22,Lionheart,https://image.tmdb.org/t/p/w500/kf3qx5fzsYyLv7PEAORUGxwzQEk.jpg,Action,6.6,1197,8.0011,1990-06-07,105,24271196,Sheldon Lettich,No,"Universal Pictures, Imperial Entertainment",No,No,6,"Lyon Gaultier is a deserter in the Foreign Legion arriving in the USA entirely hard up. He finds his brother between life and death and his sister-in-law without the money needed to heal her husband and to maintain her child. To earn the money needed, Gaultier decides to take part in some very dangerous clandestine fights."
1990,23,RoboCop 2,https://image.tmdb.org/t/p/w500/nhqBxhOJXUJeFsyLxTFkctH9H5F.jpg,"Action, Science Fiction, Thriller",6.039,2194,8.1554,1990-06-22,117,45681173,Irvin Kershner,No,Orion Pictures,No,No,6,"After a successful deployment of the RoboCop Law Enforcement unit, OCP sees its goal of urban pacification come closer and closer, but as this develops, a new narcotic known as ""Nuke"" invades the streets led by God-delirious leader Cane. As this menace grows, it may prove to be too much for Murphy to handle. OCP tries to replicate the success of the first unit, but ends up with failed prototypes with suicidal issues... until Dr. Faxx, a scientist straying away from OCP's path, uses Cane as the new subject for the RoboCop 2 project, a living God."
1990,24,The Rookie,https://image.tmdb.org/t/p/w500/pr37i12Qe1gGxMBf6GTIDZvfFIT.jpg,"Action, Crime, Drama, Thriller",5.89,635,7.9471,1990-12-07,121,21600000,Clint Eastwood,No,"Malpaso Productions, Warner Bros. Pictures",No,No,6,"Veteran cop Nick Pulovski is used to playing musical partners; many of the partners he's had in the past have died on the job, and often as a result of Nick's risky tactics. But the rookie who's been assigned to help Nick bust a carjacking ring is almost as hotheaded as he is … and when Nick gets kidnapped, his newbie partner is his only hope."
1990,25,Nikita,https://image.tmdb.org/t/p/w500/1ulQDewUG4KKHOhpXdGKm3GdLFq.jpg,"Action, Thriller",7.113,2204,9.3009,1990-02-21,117,5018604,Luc Besson,No,"Gaumont, Cecchi Gori Group Tiger Cinematografica, Les Films du Loup",No,No,6,"A beautiful felon, sentenced to life in prison for the murder of a policeman, is given a second chance – as a secret political assassin controlled by the government."
1990,26,Child's Play 2,https://image.tmdb.org/t/p/w500/2tPQbPQeHEYAGoXFSW61IWNmoce.jpg,Horror,6.372,2086,7.752,1990-11-09,84,35763605,John Lafia,No,"Universal Pictures, David Kirschner Productions",No,No,6,"Chucky is reconstructed by a toy factory to dispel the negative publicity surrounding the doll, and tracks young Andy Barclay to a foster home where the chase begins again."
1990,27,Marked for Death,https://image.tmdb.org/t/p/w500/xYaetJsSm5FC1zxhdW8UR1NVXzc.jpg,"Action, Crime, Drama, Thriller",6.1,613,7.0762,1990-10-05,93,46044400,Dwight H. Little,No,"Steamroller Productions, Victor & Grais Productions, 20th Century Fox",No,No,6,"Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death."
1990,28,Quick Change,https://image.tmdb.org/t/p/w500/8q0VQYwOhhuRFMsyzdZ5JoB676g.jpg,"Comedy, Crime",6.689,427,6.629,1990-07-13,89,15260154,Howard Franklin,No,"Devoted Productions, Warner Bros. Pictures",No,No,6,"With the aid of his girlfriend, Phyllis Potter, and best friend, Loomis, Grimm enters a Manhattan bank dressed as a clown, creates a hostage situation and executes a flawless robbery. The only thing left for the trio to do is make their getaway out of the city and to the airport. It sounds simple enough, but it seems that fate deserts them immediately after the bank heist. One mishap after another conspires to keep these robbers from reaching freedom."
1990,29,Bird on a Wire,https://image.tmdb.org/t/p/w500/vhsv2PrAPZ79ZpV64AJ2TiEI2zX.jpg,"Comedy, Romance, Adventure",6.24,1065,9.6574,1990-05-18,110,138697012,John Badham,No,"Universal Pictures, Interscope Communications, The Badham-Cohen Group",No,Yes,6,"An FBI informant has kept his new identity secret for 15 years. Now an old flame has recognised him, and the bad guys are back for revenge."
1990,30,Bullet in the Head,https://image.tmdb.org/t/p/w500/zsLcRua8Jt5RtD8l8NAq1voXDfg.jpg,"Action, Crime, Thriller, War",7.6,328,6.82,1990-08-17,136,1092869,John Woo,No,"Golden Princess Film Productions, John Woo Film Production",No,No,6,"Three childhood friends from the slums of Hong Kong flee to war-time Saigon after accidentally murdering a gang leader, but their troubles only escalate."
1990,31,Days of Being Wild,https://image.tmdb.org/t/p/w500/g0nbZt1eFlL8FqG8r524iXnpoQV.jpg,"Crime, Drama, Romance",7.286,608,6.7277,1990-12-15,94,3255404,Wong Kar-Wai,No,In-Gear Film Production Co. Ltd.,No,No,6,"Yuddy, a Hong Kong playboy known for breaking girls' hearts, tries to find solace and truth after discovering the woman who raised him isn't his mother."
1990,32,The Ages of Lulu,https://image.tmdb.org/t/p/w500/reyEwMbNZ88RjS9JP9FkY7vptp4.jpg,Drama,6.4,305,7.3595,1990-12-03,95,0,Bigas Luna,No,"Iberoamericana Films Internacional, Apricot",No,No,6,"Fifteen-year-old Lulu has never known any affection from her family. But when she goes to a rock concert with Pablo, a friend of the family, he introduces Lulu to her first sexual experience. Years later, Pablo and Lulu have married; Pablo has created a sheltered, private world for Lulu, into which nothing intrudes. However, Lulu tires of her cloistered existence, and begins hanging out in shady bars, looking for vicarious thrills and danger."
1990,33,DuckTales: The Movie - Treasure of the Lost Lamp,https://image.tmdb.org/t/p/w500/tXya1Z9SC51kNOHsFxRqL1GIBua.jpg,"Adventure, Animation, Family, Comedy, Fantasy",6.712,946,7.1026,1990-08-03,74,18115724,Bob Hathcock,No,Walt Disney Animation,No,Yes,6,"With his nephews and niece, everyone's favorite rich uncle, Scrooge McDuck, treks from his mansion home in Duckburg in search of the long-lost loot of the thief Collie Baba. But finding the goods isn't quite what it's ""quacked"" up to be! Their thrilling adventure leads to comical chaos, magical mayhem, and a lesson about what is far more valuable than money, gold and jewels."
1990,34,Wild at Heart,https://image.tmdb.org/t/p/w500/uLUFI5sJIfWrBUWB2Y1dEuyvvVy.jpg,"Crime, Thriller, Romance",7.0,1971,6.8384,1990-08-17,125,14569027,David Lynch,No,"PolyGram Filmed Entertainment, Propaganda Films, PolyGram Filmproduktion",No,No,6,"Young lovers Sailor and Lula hit the road to start a new life together away from the wrath of Lula’s deranged, disapproving mother, who has hired a team of hitmen to cut the lovers’ surreal honeymoon short."
1990,35,Internal Affairs,https://image.tmdb.org/t/p/w500/A4pH8DiNFEf2AgXkM4zk3ZpblV.jpg,"Crime, Drama",6.37,462,6.0481,1990-01-12,115,27734391,Mike Figgis,No,"Paramount Pictures, Image Organization, Malofilm",No,No,6,"Keen young Raymold Avila joins the Internal Affairs Department of the Los Angeles police. He and partner Amy Wallace are soon looking closely at the activities of cop Dennis Peck whose financial holdings start to suggest something shady. Indeed Peck is involved in any number of dubious or downright criminal activities. He is also devious, a womaniser, and a clever manipulator, and he starts to turn his attention on Avila."
1990,36,Kindergarten Cop,https://image.tmdb.org/t/p/w500/nKnHWwkXyvhzCYWm3FyRAv3qBrl.jpg,Comedy,6.135,2883,5.895,1990-12-21,111,201957688,Ivan Reitman,No,"Universal Pictures, Imagine Entertainment",No,No,6,"Hard-edged cop John Kimble gets more than he bargained for when he goes undercover as a kindergarten teacher to get the goods on a brutal drug lord while at the same time protecting the man's young son. Pitted against a class of boisterous moppets whose antics try his patience and test his mettle, Kimble may have met his match … in more ways than one."
1990,37,Dragon Ball Z: Bardock - The Father of Goku,https://image.tmdb.org/t/p/w500/docwOsWZuwJKQdwcYJtQPBcg6bm.jpg,"Animation, Action, Science Fiction, Drama, Fantasy",7.606,790,5.7176,1990-10-17,48,0,Mitsuo Hashimoto,No,"Bird Studios, Toei Animation, Toei Company",No,Yes,6,"Bardock, Son Goku's father, is a low-ranking Saiyan soldier who was given the power to see into the future by the last remaining alien on a planet he just destroyed. He witnesses the destruction of his race and must now do his best to stop Frieza's impending massacre."
1990,38,Presumed Innocent,https://image.tmdb.org/t/p/w500/jSPWptOsqU1nxXQe6muSPB0kD3c.jpg,"Mystery, Crime, Thriller",6.809,846,6.4036,1990-07-27,127,221303188,Alan J. Pakula,No,"Mirage Enterprises, Warner Bros. Pictures",No,No,6,"Rusty Sabich is a deputy prosecutor engaged in an obsessive affair with a coworker who is murdered. Soon after, he's accused of the crime. And his fight to clear his name becomes a whirlpool of lies and hidden passions."
1990,39,Young Guns II,https://image.tmdb.org/t/p/w500/7kMjla98srGHlFzAEmoGRcr6GN1.jpg,"Western, Adventure",6.526,615,5.7332,1990-08-01,104,59000000,Geoff Murphy,No,Morgan Creek Entertainment,No,Yes,6,"Three of the original five ""young guns"" — Billy the Kid, Jose Chavez y Chavez, and Doc Scurlock — return in Young Guns, Part 2, which is the story of Billy the Kid and his race to safety in Old Mexico while being trailed by a group of government agents led by Pat Garrett."
1990,40,Night of the Living Dead,https://image.tmdb.org/t/p/w500/7WkSCClUvcAq8JNEp4pM4A9hiDU.jpg,Horror,6.9,1000,5.6993,1990-10-19,88,5835247,Tom Savini,No,"21st Century Film Corporation, Menahem Golan Productions",No,No,6,A ragtag group barricade themselves in an old Pennsylvania farmhouse to remain safe from a horde of flesh-eating ghouls ravaging the Northeast.
1990,41,Pacific Heights,https://image.tmdb.org/t/p/w500/9iHD6xIrGSuuMEFWhwSVGXSddY2.jpg,"Thriller, Drama, Mystery",6.29,431,5.9372,1990-09-28,102,55000000,John Schlesinger,No,Morgan Creek Entertainment,No,No,6,A couple works hard to renovate their dream house and become landlords to pay for it. Unfortunately one of their tenants has plans of his own.
1990,42,Green Card,https://image.tmdb.org/t/p/w500/9UweLsv3pCORu25Uq72m2IBkKaK.jpg,"Comedy, Romance, Drama",6.131,547,6.6783,1990-12-23,108,29888235,Peter Weir,No,"Rio, UGC, DD Productions",No,No,6,"Urban horticulturalist Brontë Mitchell has her eye on a gorgeous apartment, but the building's board will rent it only to a married couple. Georges Fauré, a waiter from France whose visa is expiring, needs to marry an American woman to stay in the country. Their marriage of convenience turns into a burden when they must live together to allay the suspicions of the immigration service, as the polar opposites grate on each other's nerves."
1990,43,Flatliners,https://image.tmdb.org/t/p/w500/wda3j7p7YHXKpFIlSzoTCtP7myF.jpg,"Drama, Science Fiction, Horror",6.516,1784,5.8015,1990-08-10,115,61489265,Joel Schumacher,No,"Stonebridge Entertainment, Columbia Pictures",No,No,6,"Five medical students experiment with ""near death"" experiences, until the dark consequences of past tragedies begin to jeopardize their lives."
1990,44,Dark Angel,https://image.tmdb.org/t/p/w500/zwsesgAluQKDmdAA2nhlEc4FhFd.jpg,"Action, Thriller, Science Fiction",6.157,397,5.9719,1990-01-26,91,9200000,Craig R. Baxley,No,"Vision International, Vision PDG, Epic Productions",No,No,6,"Jack Caine is a Houston vice cop who's forgotten the rule book. His self-appointed mission is to stop the drugs trade and the number one supplier Victor Manning. While involved in an undercover operation to entrap Victor Manning, his partner is killed, and a sinister newcomer enters the scene..."
1990,45,Cadillac Man,https://image.tmdb.org/t/p/w500/fRwrbKVyFEZEPFmeTDea5PlUO77.jpg,"Comedy, Drama, Crime",5.793,309,6.4329,1990-05-18,97,27575086,Roger Donaldson,No,"Orion Pictures, Donaldson Productions, Roven-Cavallo Entertainment",No,No,6,"Joe's a car salesman with a problem—he has two days to sell 12 cars or he loses his job. This would be a difficult task at the best of times but Joe has to contend with his girlfriends (he's two-timing), a missing teenage daughter and an ex-wife."
1990,46,Hard to Kill,https://image.tmdb.org/t/p/w500/nmtMNxslljllSTVtt7VIOXdxSZp.jpg,"Action, Drama, Crime, Thriller",5.996,692,5.6599,1990-02-09,95,47410000,Bruce Malmuth,No,"Warner Bros. Pictures, Lee Rich Productions",No,No,6,"Mason Storm, a 'go it alone' cop, is gunned down at home. The intruders kill his wife, and think they've killed both Mason and his son too. Mason is secretly taken to a hospital where he spends several years in a coma. His son meanwhile is growing up thinking his father is dead. When Mason wakes up, everyone is in danger - himself, his son, his best friend, his nurse - but most of all those who arranged for his death"
1990,47,Miller's Crossing,https://image.tmdb.org/t/p/w500/mbFUr8hTOzrBCgAekAVRiXYgj2H.jpg,"Drama, Thriller, Crime",7.445,1896,6.3588,1990-09-21,115,5080409,Joel Coen,No,Circle Films,No,No,6,"Set in 1929, a political boss and his advisor have a parting of the ways when they both fall for the same woman."
1990,48,Darkman,https://image.tmdb.org/t/p/w500/9fxGRzlINIvfPFhizMgbQaDDrK.jpg,"Action, Science Fiction, Thriller",6.424,1565,6.0808,1990-08-24,95,48878502,Sam Raimi,No,"Universal Pictures, Renaissance Pictures",No,No,6,"Dr. Peyton Westlake is on the verge of realizing a major breakthrough in synthetic skin when his laboratory is destroyed by gangsters. Having been burned beyond recognition and forever altered by an experimental medical procedure, Westlake becomes known as Darkman, assuming alternate identities in his quest for revenge and a new life with a former love."
1990,49,Death Warrant,https://image.tmdb.org/t/p/w500/95mcKAcTgvonhx3BS5psLguyEVu.jpg,"Action, Crime, Thriller, Mystery",6.3,648,5.3412,1990-09-14,89,46700000,Deran Sarafian,No,"MGM-Pathé Communications, Metro-Goldwyn-Mayer",No,No,6,"Canadian policeman Louis Burke is assigned in a jail to investigate the murders of prisoners and jailors. While there, Louis, using his outstanding martial arts skills, is able to save his life and make himself respected in this violent world."
1990,50,State of Grace,https://image.tmdb.org/t/p/w500/dNMeRLY3MeY2FFeh639plHai3F1.jpg,"Drama, Crime, Thriller",6.95,433,5.99,1990-09-14,135,1911542,Phil Joanou,No,Cinehaus,No,No,6,"Hell's Kitchen, New York. Terry Noonan returns home after a ten-year absence. He soon reconnects with Jackie, a childhood friend and member of the Irish mob, and rekindles his love affair with Jackie's sister Kathleen."
1990,51,Dick Tracy,https://image.tmdb.org/t/p/w500/sjeP4bpgsUvAGE8oFcICy2GaHxw.jpg,"Adventure, Comedy, Crime",6.163,1081,5.2535,1990-06-15,105,103738726,Warren Beatty,No,"Touchstone Pictures, Mulholland Productions, Silver Screen Partners IV",No,Yes,6,The comic strip detective finds his life vastly complicated when Breathless Mahoney makes advances towards him while he is trying to battle Big Boy Caprice's united mob.
1990,52,Dragon Ball Z: The Tree of Might,https://image.tmdb.org/t/p/w500/fDX4Dp8IKvjBAaEb5MOJrGkxWX0.jpg,"Action, Animation, Science Fiction, TV Movie",6.5,636,4.9347,1990-06-07,61,8633074,Daisuke Nishio,No,Toei Animation,No,Yes,6,Goku and friends must stop a band of space pirates from consuming fruit from the Tree of Might before it's destructive powers drain Earth's energy.
1990,53,The Bonfire of the Vanities,https://image.tmdb.org/t/p/w500/pdrPrygZ5dVKi8UxrUXMmq1k2iO.jpg,"Comedy, Drama",5.608,553,6.1943,1990-12-21,125,15691192,Brian De Palma,No,Warner Bros. Pictures,No,No,6,"After his mistress runs over a black teen, a Wall Street hotshot sees his life unravel in the spotlight; A down-and-out reporter breaks the story and opportunists clamber to use it to their advantage."
1990,54,The Witches,https://image.tmdb.org/t/p/w500/mPYBjVkeHakkPGY7WaKyyNU4RWm.jpg,"Fantasy, Family, Horror",6.947,1398,6.0491,1990-05-25,91,15400000,Nicolas Roeg,No,"Lorimar Film Entertainment, Jim Henson Productions, Warner Bros. Pictures",No,Yes,6,"While staying at a hotel in England with his grandmother, Helga, a young boy named Luke inadvertently spies on a convention of witches. The Grand High Witch reveals a plan to turn all children into mice via a magical formula. When they discover the eavesdropper, the witches test the formula on him. Now, with the help of Helga and hotel manager Mr Stringer, Luke the mouse must fight back against the witches."
1990,55,King of New York,https://image.tmdb.org/t/p/w500/1MyH4MJAJZJbb6wDVeOc2bTECtK.jpg,"Thriller, Crime",6.764,813,5.872,1990-07-18,103,2554712,Abel Ferrara,No,"Reteitalia, Scena International",No,No,6,A former drug lord returns from prison determined to wipe out all his competition and distribute the profits of his operations to New York's poor and lower classes in this stylish and ultra violent modern twist on Robin Hood.
1990,56,Tie Me Up! Tie Me Down!,https://image.tmdb.org/t/p/w500/4eNyqA543ixNCME8pcADgP9wb1i.jpg,"Comedy, Romance, Drama",6.824,723,4.9684,1990-01-22,102,3125224,Pedro Almodóvar,No,El Deseo,No,No,6,"After being released from a mental hospital, a troubled young man tracks down an actress he once had sex with and forces her into captivity, determined to make her part of his life."
1990,57,Another 48 Hrs.,https://image.tmdb.org/t/p/w500/ixeygHHDsuzsg67H1IPTc3Qp8cR.jpg,"Action, Comedy, Crime",6.002,1032,5.8302,1990-06-08,95,153518974,Walter Hill,No,"Paramount Pictures, Eddie Murphy Productions, Lawrence Gordon Productions",No,No,6,"For the past four years, San Francisco cop Jack Cates has been after an unidentified drug kingpin who calls himself the Ice Man. Jack finds a picture that proves that the Ice Man has put a price on the head of Reggie Hammond, who is scheduled to be released from prison on the next day."
1990,58,Look Who's Talking Too,https://image.tmdb.org/t/p/w500/m409mVHmvDOZJltNzHJYigUthsW.jpg,"Romance, Comedy",5.517,1524,4.9209,1990-12-14,81,120889074,Amy Heckerling,No,"TriStar Pictures, Big Mouth Productions",No,No,6,"Mollie and James are together and raising a family, which now consists of an older Mikey and his baby sister, Julie. Tension between the siblings arises, and as well with Mollie and James when Mollie's brother Stuart moves in. Mikey is also learning how to use the toilet for the first time."
1990,59,The Grifters,https://image.tmdb.org/t/p/w500/zMpGfkiDIdg5bB7WGcAT3Fdrfpt.jpg,"Crime, Drama",6.509,493,5.7408,1990-08-08,110,13446769,Stephen Frears,No,Cineplex-Odeon Films,No,No,6,"A small-time conman has his loyalties torn between his estranged mother and his new girlfriend, both of whom are high-stakes grifters with their own angles to play."
